Date,Open,High,Low,Close,Adj Close,Volume
2023-03-30,284.230011,284.459991,281.480011,284.049988,282.831573,25053400
2023-03-31,283.730011,289.269989,283.000000,288.299988,287.063324,32766000
2023-04-03,286.519989,288.269989,283.950012,287.230011,285.997955,24883300
2023-04-04,287.230011,290.450012,285.670013,287.179993,285.948151,25824300
2023-04-05,285.850006,287.149994,282.920013,284.339996,283.120331,22064800
2023-04-06,283.209991,292.079987,282.029999,291.600006,290.349182,29770300
2023-04-10,289.209991,289.600006,284.709991,289.390015,288.148682,23103000
2023-04-11,285.750000,285.980011,281.640015,282.829987,281.616791,27276600
2023-04-12,284.790009,287.010010,281.959991,283.489990,282.273987,27403400
2023-04-13,283.589996,289.899994,283.170013,289.839996,288.596741,24222700
2023-04-14,287.000000,288.480011,283.690002,286.140015,284.912659,20987900
2023-04-17,289.929993,291.600006,286.160004,288.799988,287.561218,23836200
2023-04-18,291.570007,291.760010,287.010010,288.369995,287.133057,20161800
2023-04-19,285.989990,289.049988,284.540009,288.450012,287.212738,17150300
2023-04-20,285.250000,289.029999,285.079987,286.109985,284.882751,23244400
2023-04-21,285.010010,286.269989,283.059998,285.760010,284.534271,21676400
2023-04-24,282.089996,284.950012,278.720001,281.769989,280.561340,26611000
2023-04-25,279.510010,281.600006,275.369995,275.420013,274.238617,45772200
2023-04-26,296.700012,299.570007,292.730011,295.369995,294.103027,64599200
2023-04-27,295.970001,305.200012,295.250000,304.829987,303.522461,46462600
2023-04-28,304.010010,308.929993,303.309998,307.260010,305.942047,36446700
2023-05-01,306.970001,308.600006,305.149994,305.559998,304.249329,21294100
2023-05-02,307.760010,309.179993,303.910004,305.410004,304.099945,26404400
2023-05-03,306.619995,308.609985,304.089996,304.399994,303.094299,22360800
2023-05-04,306.239990,307.760010,303.399994,305.410004,304.099945,22519900
2023-05-05,305.720001,311.970001,304.269989,310.649994,309.317474,28181200
2023-05-08,310.130005,310.200012,306.089996,308.649994,307.326080,21318600
2023-05-09,308.000000,310.040009,306.309998,307.000000,305.683167,21340800
2023-05-10,308.619995,313.000000,307.670013,312.309998,310.970367,30078000
2023-05-11,310.100006,311.119995,306.260010,310.109985,308.779785,31680200
2023-05-12,310.549988,310.649994,306.600006,308.970001,307.644714,19758100
2023-05-15,309.100006,309.899994,307.589996,309.459991,308.132599,16336500
2023-05-16,309.829987,313.709991,309.829987,311.739990,310.402802,26730300
2023-05-17,312.290009,314.429993,310.739990,314.000000,313.336609,24315000
2023-05-18,314.529999,319.040009,313.720001,318.519989,317.847046,27276000
2023-05-19,316.739990,318.750000,316.369995,318.339996,317.667419,27529500
2023-05-22,318.600006,322.589996,318.010010,321.179993,320.501434,24115700
2023-05-23,320.029999,322.720001,315.250000,315.260010,314.593933,30797200
2023-05-24,314.730011,316.500000,312.609985,313.850006,313.186920,23384900
2023-05-25,323.239990,326.899994,320.000000,325.920013,325.231415,43301700
2023-05-26,324.019989,333.399994,323.880005,332.890015,332.186707,36630600
2023-05-30,335.230011,335.739990,330.519989,331.209991,330.510223,29503100
2023-05-31,332.290009,335.940002,327.329987,328.390015,327.696198,45950600
2023-06-01,325.929993,333.529999,324.720001,332.579987,331.877319,26773900
2023-06-02,334.250000,337.500000,332.549988,335.399994,334.691376,25864000
2023-06-05,335.220001,338.559998,334.660004,335.940002,335.230255,21307100
2023-06-06,335.329987,335.369995,332.170013,333.679993,332.975006,20396200
2023-06-07,331.649994,334.489990,322.500000,323.380005,322.696777,40717100
2023-06-08,323.940002,326.640015,323.350006,325.260010,324.572815,23277700
2023-06-09,324.989990,329.989990,324.410004,326.790009,326.099579,22514900
2023-06-12,328.579987,332.100006,325.160004,331.850006,331.148895,24260300
2023-06-13,334.470001,336.980011,330.390015,334.290009,333.583740,22951300
2023-06-14,334.339996,339.040009,332.809998,337.339996,336.627289,26003800
2023-06-15,337.480011,349.839996,337.200012,348.100006,347.364563,38899100
2023-06-16,351.320007,351.470001,341.950012,342.329987,341.606720,46533600
2023-06-20,339.309998,342.079987,335.859985,338.049988,337.335785,26375400
2023-06-21,336.369995,337.730011,332.070007,333.559998,332.855255,25117800
2023-06-22,334.119995,340.119995,333.339996,339.709991,338.992279,23556800
2023-06-23,334.359985,337.959991,333.450012,335.019989,334.312164,23084700
2023-06-26,333.720001,336.109985,328.489990,328.600006,327.905762,21520600
2023-06-27,331.859985,336.149994,329.299988,334.570007,333.863159,24354100
2023-06-28,334.660004,337.980011,333.809998,335.850006,335.140442,20259500
2023-06-29,334.709991,336.109985,332.619995,335.049988,334.342102,16997000
2023-06-30,337.750000,342.730011,337.200012,340.540009,339.820526,26823800
2023-07-03,339.190002,340.899994,336.570007,337.989990,337.275909,12508700
2023-07-05,335.089996,341.649994,334.730011,338.149994,337.435577,18172400
2023-07-06,337.299988,342.989990,335.500000,341.269989,340.548981,28161200
2023-07-07,339.320007,341.790009,337.000000,337.220001,336.507538,21185300
2023-07-10,334.600006,335.230011,327.589996,331.829987,331.128906,32791400
2023-07-11,331.059998,332.859985,327.000000,332.470001,331.767578,26698200
2023-07-12,336.600006,341.649994,335.670013,337.200012,336.487579,29995300
2023-07-13,339.559998,343.739990,339.019989,342.660004,341.936035,20567200
2023-07-14,347.589996,351.429993,344.309998,345.239990,344.510590,28302200
2023-07-17,345.679993,346.989990,342.200012,345.730011,344.999573,20363900
2023-07-18,345.829987,366.779999,342.170013,359.489990,358.730469,64872700
2023-07-19,361.750000,362.459991,352.440002,355.079987,354.329803,39732900
2023-07-20,353.570007,357.970001,345.369995,346.869995,346.137146,33778400
2023-07-21,349.149994,350.299988,339.829987,343.769989,343.043701,69368900
2023-07-24,345.850006,346.920013,342.309998,345.109985,344.380859,26678100
2023-07-25,347.109985,351.890015,345.070007,350.980011,350.238464,41637700
2023-07-26,341.440002,344.670013,333.109985,337.769989,337.056366,58383700
2023-07-27,340.480011,341.329987,329.049988,330.720001,330.021271,39635300
2023-07-28,333.670013,340.010010,333.170013,338.369995,337.655090,28484900
2023-07-31,336.920013,337.700012,333.359985,335.920013,335.210297,25446000
2023-08-01,335.190002,338.540009,333.700012,336.339996,335.629395,18311900
2023-08-02,333.630005,333.630005,326.359985,327.500000,326.808075,27761300
2023-08-03,326.000000,329.880005,325.950012,326.660004,325.969849,18253700
2023-08-04,331.880005,335.140015,327.239990,327.779999,327.087494,23727700
2023-08-07,328.369995,331.109985,327.519989,330.109985,329.412537,17741500
2023-08-08,326.959991,328.750000,323.000000,326.049988,325.361115,22327600
2023-08-09,326.470001,327.109985,321.049988,322.230011,321.549225,22373300
2023-08-10,326.019989,328.260010,321.179993,322.929993,322.247711,20113700
2023-08-11,320.260010,322.410004,319.209991,321.010010,320.331787,24342600
2023-08-14,321.390015,324.059998,320.079987,324.040009,323.355408,18836100
2023-08-15,323.000000,325.089996,320.899994,321.859985,321.179962,16966300
2023-08-16,320.799988,324.420013,319.799988,320.399994,320.399994,20698900
2023-08-17,320.540009,321.869995,316.209991,316.880005,316.880005,21257200
2023-08-18,314.489990,318.380005,311.549988,316.480011,316.480011,24744800
2023-08-21,317.929993,322.769989,317.040009,321.880005,321.880005,24040000
2023-08-22,325.500000,326.079987,321.459991,322.459991,322.459991,16102000
2023-08-23,323.820007,329.200012,323.459991,327.000000,327.000000,21166400
